,TIME,ENERGY_CONSUMED,DISTANCE,LOAD_WEIGHT,CO2_EMISSIONS,MATERIAL_SUSTAINABILITY,ENV_IMPACT_SCORE,POSITIVE_FEEDBACK,NEGATIVE_FEEDBACK,CURRENT_TRL,TARGET_TRL,ENG_CHALLENGES_RESOLVED,TARGET_ENG_CHALLENGES,RISK_SCORE,MIN_RISK_SCORE,MAX_RISK_SCORE,ETHICAL_COMPLIANCE,LEGAL_COMPLIANCE,LAND_USAGE_COMPLIANCE,INT_LAW_COMPLIANCE,TRL_COMPLIANCE,MAGLEV_LEVITATION,AMBIENT_INTELLIGENCE,GENERATIVE_AI,AI_MACHINE_LEARNING,DIGITAL_TWINS,FIVE_G,QUANTUM_COMPUTING,AUGMENTED_REALITY,VIRTUAL_REALITY,PRINTING_AT_SCALE,BLOCKCHAIN,SELF_DRIVING_AUTONOMOUS_VEHICLES,TOTAL_DISRUPTIVE_TECH,REVENUE,OPEX,CAPEX,DISCOUNT_RATE,PROJECT_LIFETIME,PRODUCTION_OUTPUT,USER_EXP_RATIO,ACCESSIBILITY_AGEING,DURABILITY,DIGITAL_RELIABILITY,WEATHER_DISASTER_RESILIENCE,POLLUTION_PRODUCED,COMMON_INFRA_FEATURES,CONSTRUCTION_BARRIERS,INTERMODAL_CONNECTIONS,INFRA_ADAPTABILITY_FEATURES,RESOURCE_MILEAGE,PLANNED_VOLUME,ADJUSTMENT_COEF_1,ADJUSTMENT_COEF_2,ADJUSTMENT_COEF_3
64,64,83.838,18.061,7030.303,65.303,0.716,0.642,87.071,112.929,7.707,8.354,8.707,6.293,0.771,0.3,0.9,0.852,0.835,0.805,0.795,0.668,true,false,false,true,true,true,true,true,true,false,false,true,8,193535.354,6096.97,5400000,0.058,600,0.717,0.717,0.606,0.713,0.652,0.774,1.088,0.756,0.953,0.58,0.81,0.652,0.717,0.774,0.616,0.493
65,65,83.586,18.03,7015.152,65.152,0.715,0.641,86.869,113.131,7.687,8.343,8.687,6.313,0.769,0.3,0.9,0.851,0.834,0.804,0.794,0.667,true,true,true,true,true,true,false,true,false,true,true,true,10,193434.343,6098.485,5400000,0.058,600,0.713,0.713,0.603,0.71,0.648,0.772,1.094,0.753,0.96,0.575,0.808,0.648,0.713,0.772,0.611,0.49
66,66,83.333,18,7000,65,0.713,0.64,86.667,113.333,7.667,8.333,8.667,6.333,0.767,0.3,0.9,0.85,0.833,0.803,0.793,0.667,false,false,true,true,true,true,true,true,true,true,true,true,10,193333.333,6100,5400000,0.058,600,0.71,0.71,0.6,0.707,0.643,0.77,1.1,0.75,0.967,0.57,0.807,0.643,0.71,0.77,0.607,0.487
67,67,83.081,17.97,6984.848,64.848,0.712,0.639,86.465,113.535,7.646,8.323,8.646,6.354,0.765,0.3,0.9,0.849,0.833,0.802,0.792,0.666,true,false,true,false,true,true,true,false,true,true,true,false,8,193232.323,6101.515,5400000,0.058,600,0.707,0.707,0.597,0.703,0.639,0.768,1.106,0.747,0.974,0.565,0.805,0.639,0.707,0.768,0.602,0.483
68,68,82.828,17.939,6969.697,64.697,0.711,0.638,86.263,113.737,7.626,8.313,8.626,6.374,0.763,0.3,0.9,0.848,0.832,0.801,0.791,0.666,true,true,true,true,true,true,true,false,true,false,false,true,9,193131.313,6103.03,5400000,0.058,600,0.703,0.703,0.594,0.7,0.635,0.766,1.112,0.744,0.981,0.56,0.803,0.635,0.703,0.766,0.597,0.48
69,69,82.576,17.909,6954.545,64.545,0.709,0.637,86.061,113.939,7.606,8.303,8.606,6.394,0.761,0.3,0.9,0.847,0.831,0.8,0.79,0.665,true,true,true,false,true,true,true,false,true,true,true,true,10,193030.303,6104.545,5400000,0.058,600,0.7,0.7,0.591,0.697,0.63,0.764,1.118,0.741,0.988,0.555,0.802,0.63,0.7,0.764,0.592,0.477
70,70,82.323,17.879,6939.394,64.394,0.708,0.636,85.859,114.141,7.586,8.293,8.586,6.414,0.759,0.3,0.9,0.846,0.831,0.799,0.789,0.665,true,true,true,false,true,true,true,true,true,true,false,true,10,192929.293,6106.061,5400000,0.059,600,0.697,0.697,0.588,0.694,0.626,0.762,1.124,0.738,0.995,0.549,0.8,0.626,0.697,0.762,0.588,0.474
71,71,82.071,17.848,6924.242,64.242,0.707,0.635,85.657,114.343,7.566,8.283,8.566,6.434,0.757,0.3,0.9,0.845,0.83,0.798,0.788,0.664,true,true,true,true,true,true,false,true,false,true,false,false,8,192828.283,6107.576,5400000,0.059,600,0.693,0.693,0.585,0.691,0.622,0.759,1.13,0.735,1.002,0.544,0.798,0.622,0.693,0.759,0.583,0.471
72,72,81.818,17.818,6909.091,64.091,0.705,0.635,85.455,114.545,7.545,8.273,8.545,6.455,0.755,0.3,0.9,0.845,0.829,0.797,0.787,0.664,true,true,true,true,false,true,true,true,false,true,true,true,10,192727.273,6109.091,5400000,0.059,600,0.69,0.69,0.582,0.687,0.617,0.757,1.136,0.732,1.009,0.539,0.796,0.617,0.69,0.757,0.578,0.467
73,73,81.566,17.788,6893.939,63.939,0.704,0.634,85.253,114.747,7.525,8.263,8.525,6.475,0.753,0.3,0.9,0.844,0.828,0.796,0.786,0.663,true,false,true,true,true,true,true,true,true,true,false,true,10,192626.263,6110.606,5400000,0.059,600,0.687,0.687,0.579,0.684,0.613,0.755,1.142,0.729,1.016,0.534,0.795,0.613,0.687,0.755,0.573,0.464
74,74,81.313,17.758,6878.788,63.788,0.703,0.633,85.051,114.949,7.505,8.253,8.505,6.495,0.751,0.3,0.9,0.843,0.828,0.795,0.785,0.663,false,true,true,true,true,true,true,false,true,true,false,true,9,192525.253,6112.121,5400000,0.059,600,0.683,0.683,0.576,0.681,0.609,0.753,1.148,0.726,1.023,0.529,0.793,0.609,0.683,0.753,0.569,0.461
75,75,81.061,17.727,6863.636,63.636,0.702,0.632,84.848,115.152,7.485,8.242,8.485,6.515,0.748,0.3,0.9,0.842,0.827,0.794,0.784,0.662,false,false,false,true,true,true,true,false,true,true,true,true,8,192424.242,6113.636,5400000,0.059,600,0.68,0.68,0.573,0.678,0.604,0.751,1.155,0.723,1.03,0.524,0.791,0.604,0.68,0.751,0.564,0.458
76,76,80.808,17.697,6848.485,63.485,0.7,0.631,84.646,115.354,7.465,8.232,8.465,6.535,0.746,0.3,0.9,0.841,0.826,0.793,0.783,0.662,true,true,true,false,true,true,true,true,false,true,true,false,9,192323.232,6115.152,5400000,0.059,600,0.677,0.677,0.57,0.674,0.6,0.749,1.161,0.72,1.037,0.518,0.789,0.6,0.677,0.749,0.559,0.454
77,77,80.556,17.667,6833.333,63.333,0.699,0.63,84.444,115.556,7.444,8.222,8.444,6.556,0.744,0.3,0.9,0.84,0.826,0.792,0.782,0.661,true,true,true,true,true,false,true,true,false,true,false,true,9,192222.222,6116.667,5400000,0.059,600,0.673,0.673,0.567,0.671,0.596,0.747,1.167,0.717,1.044,0.513,0.788,0.596,0.673,0.747,0.554,0.451
78,78,80.303,17.636,6818.182,63.182,0.698,0.629,84.242,115.758,7.424,8.212,8.424,6.576,0.742,0.3,0.9,0.839,0.825,0.791,0.781,0.661,true,false,true,false,true,true,true,true,true,true,true,true,10,192121.212,6118.182,5400000,0.059,600,0.67,0.67,0.564,0.668,0.591,0.745,1.173,0.714,1.052,0.508,0.786,0.591,0.67,0.745,0.55,0.448
79,79,80.051,17.606,6803.03,63.03,0.696,0.628,84.04,115.96,7.404,8.202,8.404,6.596,0.74,0.3,0.9,0.838,0.824,0.79,0.78,0.66,true,true,true,false,false,true,true,true,true,true,true,true,10,192020.202,6119.697,5400000,0.059,600,0.667,0.667,0.561,0.665,0.587,0.742,1.179,0.711,1.059,0.503,0.784,0.587,0.667,0.742,0.545,0.445
80,80,79.798,17.576,6787.879,62.879,0.695,0.627,83.838,116.162,7.384,8.192,8.384,6.616,0.738,0.3,0.9,0.837,0.823,0.789,0.779,0.66,true,true,false,true,true,false,true,true,true,true,false,false,8,191919.192,6121.212,5400000,0.059,600,0.663,0.663,0.558,0.661,0.583,0.74,1.185,0.708,1.066,0.498,0.783,0.583,0.663,0.74,0.54,0.441
81,81,79.545,17.545,6772.727,62.727,0.694,0.626,83.636,116.364,7.364,8.182,8.364,6.636,0.736,0.3,0.9,0.836,0.823,0.788,0.778,0.659,true,true,true,true,true,true,false,true,true,false,true,false,9,191818.182,6122.727,5400000,0.059,600,0.66,0.66,0.555,0.658,0.578,0.738,1.191,0.705,1.073,0.493,0.781,0.578,0.66,0.738,0.535,0.438
82,82,79.293,17.515,6757.576,62.576,0.692,0.625,83.434,116.566,7.343,8.172,8.343,6.657,0.734,0.3,0.9,0.835,0.822,0.787,0.777,0.659,true,true,true,true,true,true,true,true,false,false,false,false,8,191717.172,6124.242,5400000,0.059,600,0.657,0.657,0.552,0.655,0.574,0.736,1.197,0.702,1.08,0.488,0.779,0.574,0.657,0.736,0.531,0.435
83,83,79.04,17.485,6742.424,62.424,0.691,0.625,83.232,116.768,7.323,8.162,8.323,6.677,0.732,0.3,0.9,0.835,0.821,0.786,0.776,0.658,false,true,false,true,true,true,true,true,true,true,true,true,10,191616.162,6125.758,5400000,0.059,600,0.653,0.653,0.548,0.652,0.569,0.734,1.203,0.698,1.087,0.482,0.777,0.569,0.653,0.734,0.526,0.432
84,84,78.788,17.455,6727.273,62.273,0.69,0.624,83.03,116.97,7.303,8.152,8.303,6.697,0.73,0.3,0.9,0.834,0.821,0.785,0.775,0.658,true,true,true,true,true,false,true,false,true,false,true,true,9,191515.152,6127.273,5400000,0.059,600,0.65,0.65,0.545,0.648,0.565,0.732,1.209,0.695,1.094,0.477,0.776,0.565,0.65,0.732,0.521,0.428
85,85,78.535,17.424,6712.121,62.121,0.688,0.623,82.828,117.172,7.283,8.141,8.283,6.717,0.728,0.3,0.9,0.833,0.82,0.784,0.774,0.657,true,true,true,false,true,false,true,false,true,false,true,true,8,191414.141,6128.788,5400000,0.059,600,0.647,0.647,0.542,0.645,0.561,0.73,1.215,0.692,1.101,0.472,0.774,0.561,0.647,0.73,0.516,0.425
86,86,78.283,17.394,6696.97,61.97,0.687,0.622,82.626,117.374,7.263,8.131,8.263,6.737,0.726,0.3,0.9,0.832,0.819,0.783,0.773,0.657,false,false,true,true,true,true,false,true,true,true,true,true,9,191313.131,6130.303,5400000,0.059,600,0.643,0.643,0.539,0.642,0.556,0.728,1.221,0.689,1.108,0.467,0.772,0.556,0.643,0.728,0.512,0.422
87,87,78.03,17.364,6681.818,61.818,0.686,0.621,82.424,117.576,7.242,8.121,8.242,6.758,0.724,0.3,0.9,0.831,0.818,0.782,0.772,0.656,false,false,true,false,true,true,true,true,true,false,true,true,8,191212.121,6131.818,5400000,0.059,600,0.64,0.64,0.536,0.639,0.552,0.725,1.227,0.686,1.115,0.462,0.771,0.552,0.64,0.725,0.507,0.419
88,88,77.778,17.333,6666.667,61.667,0.684,0.62,82.222,117.778,7.222,8.111,8.222,6.778,0.722,0.3,0.9,0.83,0.818,0.781,0.771,0.656,true,true,true,true,true,false,true,false,true,true,true,true,10,191111.111,6133.333,5400000,0.059,600,0.637,0.637,0.533,0.636,0.548,0.723,1.233,0.683,1.122,0.457,0.769,0.548,0.637,0.723,0.502,0.416
89,89,77.525,17.303,6651.515,61.515,0.683,0.619,82.02,117.98,7.202,8.101,8.202,6.798,0.72,0.3,0.9,0.829,0.817,0.78,0.77,0.655,true,true,true,true,false,true,true,true,true,true,false,true,10,191010.101,6134.848,5400000,0.059,600,0.633,0.633,0.53,0.632,0.543,0.721,1.239,0.68,1.129,0.452,0.767,0.543,0.633,0.721,0.497,0.412
90,90,77.273,17.273,6636.364,61.364,0.682,0.618,81.818,118.182,7.182,8.091,8.182,6.818,0.718,0.3,0.9,0.828,0.816,0.779,0.769,0.655,false,true,false,true,true,true,true,true,true,true,true,true,10,190909.091,6136.364,5400000,0.06,600,0.63,0.63,0.527,0.629,0.539,0.719,1.245,0.677,1.136,0.446,0.765,0.539,0.63,0.719,0.493,0.409
91,91,77.02,17.242,6621.212,61.212,0.681,0.617,81.616,118.384,7.162,8.081,8.162,6.838,0.716,0.3,0.9,0.827,0.816,0.778,0.768,0.654,true,true,true,true,false,true,false,true,true,true,true,true,10,190808.081,6137.879,5400000,0.06,600,0.627,0.627,0.524,0.626,0.535,0.717,1.252,0.674,1.143,0.441,0.764,0.535,0.627,0.717,0.488,0.406
92,92,76.768,17.212,6606.061,61.061,0.679,0.616,81.414,118.586,7.141,8.071,8.141,6.859,0.714,0.3,0.9,0.826,0.815,0.777,0.767,0.654,false,true,true,true,true,true,true,true,true,false,false,true,9,190707.071,6139.394,5400000,0.06,600,0.623,0.623,0.521,0.623,0.53,0.715,1.258,0.671,1.151,0.436,0.762,0.53,0.623,0.715,0.483,0.403
93,93,76.515,17.182,6590.909,60.909,0.678,0.615,81.212,118.788,7.121,8.061,8.121,6.879,0.712,0.3,0.9,0.825,0.814,0.776,0.766,0.653,true,true,true,false,true,true,false,true,true,true,true,true,10,190606.061,6140.909,5400000,0.06,600,0.62,0.62,0.518,0.619,0.526,0.713,1.264,0.668,1.158,0.431,0.76,0.526,0.62,0.713,0.478,0.399
94,94,76.263,17.152,6575.758,60.758,0.677,0.615,81.01,118.99,7.101,8.051,8.101,6.899,0.71,0.3,0.9,0.825,0.814,0.775,0.765,0.653,false,true,true,false,true,true,true,false,true,true,true,false,8,190505.051,6142.424,5400000,0.06,600,0.617,0.617,0.515,0.616,0.522,0.711,1.27,0.665,1.165,0.426,0.759,0.522,0.617,0.711,0.474,0.396
95,95,76.01,17.121,6560.606,60.606,0.675,0.614,80.808,119.192,7.081,8.04,8.081,6.919,0.708,0.3,0.9,0.824,0.813,0.774,0.764,0.652,false,true,true,false,true,true,true,false,true,true,true,true,9,190404.04,6143.939,5400000,0.06,600,0.613,0.613,0.512,0.613,0.517,0.708,1.276,0.662,1.172,0.421,0.757,0.517,0.613,0.708,0.469,0.393
96,96,75.758,17.091,6545.455,60.455,0.674,0.613,80.606,119.394,7.061,8.03,8.061,6.939,0.706,0.3,0.9,0.823,0.812,0.773,0.763,0.652,true,true,true,false,true,true,true,true,false,true,false,true,9,190303.03,6145.455,5400000,0.06,600,0.61,0.61,0.509,0.61,0.513,0.706,1.282,0.659,1.179,0.415,0.755,0.513,0.61,0.706,0.464,0.39
97,97,75.505,17.061,6530.303,60.303,0.673,0.612,80.404,119.596,7.04,8.02,8.04,6.96,0.704,0.3,0.9,0.822,0.811,0.772,0.762,0.651,true,true,true,false,true,true,false,true,true,false,true,false,8,190202.02,6146.97,5400000,0.06,600,0.607,0.607,0.506,0.606,0.509,0.704,1.288,0.656,1.186,0.41,0.753,0.509,0.607,0.704,0.459,0.386
98,98,75.253,17.03,6515.152,60.152,0.671,0.611,80.202,119.798,7.02,8.01,8.02,6.98,0.702,0.3,0.9,0.821,0.811,0.771,0.761,0.651,false,false,true,true,true,true,true,true,true,true,true,true,10,190101.01,6148.485,5400000,0.06,600,0.603,0.603,0.503,0.603,0.504,0.702,1.294,0.653,1.193,0.405,0.752,0.504,0.603,0.702,0.455,0.383
99,99,75,17,6500,60,0.67,0.61,80,120,7,8,8,7,0.7,0.3,0.9,0.82,0.81,0.77,0.76,0.65,true,true,true,true,true,true,true,true,true,true,false,false,10,190000,6150,5400000,0.06,600,0.6,0.6,0.5,0.6,0.5,0.7,1.3,0.65,1.2,0.4,0.75,0.5,0.6,0.7,0.45,0.38
