,TIME,ENERGY_CONSUMED,DISTANCE,LOAD_WEIGHT,CO2_EMISSIONS,MATERIAL_SUSTAINABILITY,ENV_IMPACT_SCORE,POSITIVE_FEEDBACK,NEGATIVE_FEEDBACK,CURRENT_TRL,TARGET_TRL,ENG_CHALLENGES_RESOLVED,TARGET_ENG_CHALLENGES,RISK_SCORE,MIN_RISK_SCORE,MAX_RISK_SCORE,ETHICAL_COMPLIANCE,LEGAL_COMPLIANCE,LAND_USAGE_COMPLIANCE,INT_LAW_COMPLIANCE,TRL_COMPLIANCE,MAGLEV_LEVITATION,AMBIENT_INTELLIGENCE,GENERATIVE_AI,AI_MACHINE_LEARNING,DIGITAL_TWINS,FIVE_G,QUANTUM_COMPUTING,AUGMENTED_REALITY,VIRTUAL_REALITY,PRINTING_AT_SCALE,BLOCKCHAIN,SELF_DRIVING_AUTONOMOUS_VEHICLES,TOTAL_DISRUPTIVE_TECH,REVENUE,OPEX,CAPEX,DISCOUNT_RATE,PROJECT_LIFETIME,PRODUCTION_OUTPUT,USER_EXP_RATIO,ACCESSIBILITY_AGEING,DURABILITY,DIGITAL_RELIABILITY,WEATHER_DISASTER_RESILIENCE,POLLUTION_PRODUCED,COMMON_INFRA_FEATURES,CONSTRUCTION_BARRIERS,INTERMODAL_CONNECTIONS,INFRA_ADAPTABILITY_FEATURES,RESOURCE_MILEAGE,PLANNED_VOLUME,ADJUSTMENT_COEF_1,ADJUSTMENT_COEF_2,ADJUSTMENT_COEF_3
64,64,22.071,461.616,17585.859,30.606,0.865,0.879,103.232,143.414,7.293,8.293,11.232,15.061,0.844,0.3,0.9,0.844,0.778,0.899,0.837,0.829,false,false,false,true,true,true,true,true,true,false,true,true,8,353232.323,296767.677,1200000,0.057,480,0.756,0.791,0.812,0.594,0.609,0.832,0.406,0.465,0.471,0.626,0.491,0.591,0.556,0.644,0.644,0.644
65,65,21.869,464.141,17626.263,30.303,0.866,0.881,103.283,142.374,7.313,8.313,11.283,15.03,0.847,0.3,0.9,0.847,0.782,0.901,0.84,0.831,false,true,false,false,true,false,false,true,true,false,false,true,5,353282.828,296717.172,1200000,0.057,480,0.761,0.795,0.816,0.597,0.613,0.833,0.403,0.466,0.469,0.63,0.495,0.595,0.561,0.647,0.647,0.647
66,66,21.667,466.667,17666.667,30,0.867,0.883,103.333,141.333,7.333,8.333,11.333,15,0.85,0.3,0.9,0.85,0.787,0.903,0.843,0.833,true,true,false,true,false,false,false,true,false,true,true,true,7,353333.333,296666.667,1200000,0.057,480,0.767,0.8,0.82,0.6,0.617,0.833,0.4,0.467,0.467,0.633,0.5,0.6,0.567,0.65,0.65,0.65
67,67,21.465,469.192,17707.071,29.697,0.868,0.885,103.384,140.293,7.354,8.354,11.384,14.97,0.853,0.3,0.9,0.853,0.791,0.906,0.846,0.835,true,true,true,true,true,true,true,true,true,false,true,true,11,353383.838,296616.162,1200000,0.057,480,0.772,0.805,0.824,0.603,0.621,0.834,0.397,0.468,0.465,0.637,0.505,0.605,0.572,0.653,0.653,0.653
68,68,21.263,471.717,17747.475,29.394,0.869,0.887,103.434,139.253,7.374,8.374,11.434,14.939,0.856,0.3,0.9,0.856,0.795,0.908,0.849,0.837,true,true,true,true,true,false,true,true,true,true,true,false,10,353434.343,296565.657,1200000,0.057,480,0.778,0.809,0.828,0.606,0.625,0.834,0.394,0.469,0.463,0.64,0.509,0.609,0.578,0.656,0.656,0.656
69,69,21.061,474.242,17787.879,29.091,0.87,0.889,103.485,138.212,7.394,8.394,11.485,14.909,0.859,0.3,0.9,0.859,0.8,0.91,0.852,0.839,true,true,true,false,true,true,true,true,true,true,false,true,10,353484.848,296515.152,1200000,0.057,480,0.783,0.814,0.832,0.609,0.629,0.835,0.391,0.47,0.461,0.644,0.514,0.614,0.583,0.659,0.659,0.659
70,70,20.859,476.768,17828.283,28.788,0.871,0.891,103.535,137.172,7.414,8.414,11.535,14.879,0.862,0.3,0.9,0.862,0.804,0.913,0.855,0.841,true,false,true,false,true,true,false,true,false,true,true,true,8,353535.354,296464.646,1200000,0.056,480,0.789,0.818,0.836,0.612,0.633,0.835,0.388,0.471,0.459,0.647,0.518,0.618,0.589,0.662,0.662,0.662
71,71,20.657,479.293,17868.687,28.485,0.872,0.893,103.586,136.131,7.434,8.434,11.586,14.848,0.865,0.3,0.9,0.865,0.808,0.915,0.858,0.843,false,true,false,true,true,false,true,false,true,true,false,false,6,353585.859,296414.141,1200000,0.056,480,0.794,0.823,0.84,0.615,0.637,0.836,0.385,0.472,0.457,0.651,0.523,0.623,0.594,0.665,0.665,0.665
72,72,20.455,481.818,17909.091,28.182,0.873,0.895,103.636,135.091,7.455,8.455,11.636,14.818,0.868,0.3,0.9,0.868,0.813,0.917,0.861,0.845,false,false,true,true,true,false,false,true,true,false,true,false,6,353636.364,296363.636,1200000,0.056,480,0.8,0.827,0.844,0.618,0.641,0.836,0.382,0.473,0.455,0.655,0.527,0.627,0.6,0.668,0.668,0.668
73,73,20.253,484.343,17949.495,27.879,0.874,0.897,103.687,134.051,7.475,8.475,11.687,14.788,0.871,0.3,0.9,0.871,0.817,0.92,0.864,0.847,true,false,false,true,false,true,false,false,true,false,true,true,6,353686.869,296313.131,1200000,0.056,480,0.806,0.832,0.848,0.621,0.645,0.837,0.379,0.474,0.453,0.658,0.532,0.632,0.606,0.671,0.671,0.671
74,74,20.051,486.869,17989.899,27.576,0.875,0.899,103.737,133.01,7.495,8.495,11.737,14.758,0.874,0.3,0.9,0.874,0.821,0.922,0.867,0.849,true,false,true,false,false,true,false,true,true,false,true,false,6,353737.374,296262.626,1200000,0.056,480,0.811,0.836,0.852,0.624,0.649,0.837,0.376,0.475,0.451,0.662,0.536,0.636,0.611,0.674,0.674,0.674
75,75,19.848,489.394,18030.303,27.273,0.876,0.902,103.788,131.97,7.515,8.515,11.788,14.727,0.877,0.3,0.9,0.877,0.826,0.924,0.87,0.852,true,true,true,false,true,false,false,false,false,true,true,false,6,353787.879,296212.121,1200000,0.056,480,0.817,0.841,0.855,0.627,0.653,0.838,0.373,0.476,0.448,0.665,0.541,0.641,0.617,0.677,0.677,0.677
76,76,19.646,491.919,18070.707,26.97,0.877,0.904,103.838,130.929,7.535,8.535,11.838,14.697,0.88,0.3,0.9,0.88,0.83,0.927,0.873,0.854,false,true,true,false,false,false,true,true,true,false,false,true,6,353838.384,296161.616,1200000,0.056,480,0.822,0.845,0.859,0.63,0.657,0.838,0.37,0.477,0.446,0.669,0.545,0.645,0.622,0.68,0.68,0.68
77,77,19.444,494.444,18111.111,26.667,0.878,0.906,103.889,129.889,7.556,8.556,11.889,14.667,0.883,0.3,0.9,0.883,0.834,0.929,0.876,0.856,true,true,true,true,false,true,true,false,false,true,true,true,9,353888.889,296111.111,1200000,0.056,480,0.828,0.85,0.863,0.633,0.661,0.839,0.367,0.478,0.444,0.672,0.55,0.65,0.628,0.683,0.683,0.683
78,78,19.242,496.97,18151.515,26.364,0.879,0.908,103.939,128.848,7.576,8.576,11.939,14.636,0.886,0.3,0.9,0.886,0.839,0.931,0.878,0.858,true,false,true,false,true,true,true,true,true,true,true,true,10,353939.394,296060.606,1200000,0.056,480,0.833,0.855,0.867,0.636,0.665,0.839,0.364,0.479,0.442,0.676,0.555,0.655,0.633,0.686,0.686,0.686
79,79,19.04,499.495,18191.919,26.061,0.88,0.91,103.99,127.808,7.596,8.596,11.99,14.606,0.889,0.3,0.9,0.889,0.843,0.934,0.881,0.86,true,true,false,true,true,false,false,true,true,true,true,true,9,353989.899,296010.101,1200000,0.056,480,0.839,0.859,0.871,0.639,0.669,0.84,0.361,0.48,0.44,0.679,0.559,0.659,0.639,0.689,0.689,0.689
80,80,18.838,502.02,18232.323,25.758,0.881,0.912,104.04,126.768,7.616,8.616,12.04,14.576,0.892,0.3,0.9,0.892,0.847,0.936,0.884,0.862,true,true,true,true,false,false,true,false,false,true,false,false,6,354040.404,295959.596,1200000,0.056,480,0.844,0.864,0.875,0.642,0.673,0.84,0.358,0.481,0.438,0.683,0.564,0.664,0.644,0.692,0.692,0.692
81,81,18.636,504.545,18272.727,25.455,0.882,0.914,104.091,125.727,7.636,8.636,12.091,14.545,0.895,0.3,0.9,0.895,0.852,0.938,0.887,0.864,true,false,false,true,true,false,true,true,true,false,false,false,6,354090.909,295909.091,1200000,0.056,480,0.85,0.868,0.879,0.645,0.677,0.841,0.355,0.482,0.436,0.686,0.568,0.668,0.65,0.695,0.695,0.695
82,82,18.434,507.071,18313.131,25.152,0.883,0.916,104.141,124.687,7.657,8.657,12.141,14.515,0.898,0.3,0.9,0.898,0.856,0.941,0.89,0.866,true,true,true,true,true,true,true,true,true,false,true,true,11,354141.414,295858.586,1200000,0.056,480,0.856,0.873,0.883,0.648,0.681,0.841,0.352,0.483,0.434,0.69,0.573,0.673,0.656,0.698,0.698,0.698
83,83,18.232,509.596,18353.535,24.848,0.884,0.918,104.192,123.646,7.677,8.677,12.192,14.485,0.902,0.3,0.9,0.902,0.861,0.943,0.893,0.868,true,true,true,true,true,true,true,true,false,true,false,true,10,354191.919,295808.081,1200000,0.056,480,0.861,0.877,0.887,0.652,0.685,0.842,0.348,0.484,0.432,0.693,0.577,0.677,0.661,0.702,0.702,0.702
84,84,18.03,512.121,18393.939,24.545,0.885,0.92,104.242,122.606,7.697,8.697,12.242,14.455,0.905,0.3,0.9,0.905,0.865,0.945,0.896,0.87,true,true,false,false,true,true,true,true,true,true,true,true,10,354242.424,295757.576,1200000,0.056,480,0.867,0.882,0.891,0.655,0.689,0.842,0.345,0.485,0.43,0.697,0.582,0.682,0.667,0.705,0.705,0.705
85,85,17.828,514.646,18434.343,24.242,0.886,0.922,104.293,121.566,7.717,8.717,12.293,14.424,0.908,0.3,0.9,0.908,0.869,0.947,0.899,0.872,false,false,true,true,true,true,true,true,true,true,true,true,10,354292.929,295707.071,1200000,0.056,480,0.872,0.886,0.895,0.658,0.693,0.843,0.342,0.486,0.428,0.701,0.586,0.686,0.672,0.708,0.708,0.708
86,86,17.626,517.172,18474.747,23.939,0.887,0.924,104.343,120.525,7.737,8.737,12.343,14.394,0.911,0.3,0.9,0.911,0.874,0.95,0.902,0.874,true,true,false,false,true,true,false,false,true,false,false,true,6,354343.434,295656.566,1200000,0.056,480,0.878,0.891,0.899,0.661,0.697,0.843,0.339,0.487,0.426,0.704,0.591,0.691,0.678,0.711,0.711,0.711
87,87,17.424,519.697,18515.152,23.636,0.888,0.926,104.394,119.485,7.758,8.758,12.394,14.364,0.914,0.3,0.9,0.914,0.878,0.952,0.905,0.876,true,true,true,true,false,true,false,true,true,false,false,true,8,354393.939,295606.061,1200000,0.056,480,0.883,0.895,0.903,0.664,0.702,0.844,0.336,0.488,0.424,0.708,0.595,0.695,0.683,0.714,0.714,0.714
88,88,17.222,522.222,18555.556,23.333,0.889,0.928,104.444,118.444,7.778,8.778,12.444,14.333,0.917,0.3,0.9,0.917,0.882,0.954,0.908,0.878,true,true,false,false,true,false,true,true,true,false,false,false,6,354444.444,295555.556,1200000,0.056,480,0.889,0.9,0.907,0.667,0.706,0.844,0.333,0.489,0.422,0.711,0.6,0.7,0.689,0.717,0.717,0.717
89,89,17.02,524.747,18595.96,23.03,0.89,0.93,104.495,117.404,7.798,8.798,12.495,14.303,0.92,0.3,0.9,0.92,0.887,0.957,0.911,0.88,true,true,true,true,true,true,false,false,true,true,true,true,10,354494.949,295505.051,1200000,0.056,480,0.894,0.905,0.911,0.67,0.71,0.845,0.33,0.49,0.42,0.715,0.605,0.705,0.694,0.72,0.72,0.72
90,90,16.818,527.273,18636.364,22.727,0.891,0.932,104.545,116.364,7.818,8.818,12.545,14.273,0.923,0.3,0.9,0.923,0.891,0.959,0.914,0.882,true,true,true,true,true,true,true,true,true,false,true,true,11,354545.455,295454.545,1200000,0.055,480,0.9,0.909,0.915,0.673,0.714,0.845,0.327,0.491,0.418,0.718,0.609,0.709,0.7,0.723,0.723,0.723
91,91,16.616,529.798,18676.768,22.424,0.892,0.934,104.596,115.323,7.838,8.838,12.596,14.242,0.926,0.3,0.9,0.926,0.895,0.961,0.917,0.884,true,true,true,true,true,true,false,true,true,false,false,true,9,354595.96,295404.04,1200000,0.055,480,0.906,0.914,0.918,0.676,0.718,0.846,0.324,0.492,0.416,0.722,0.614,0.714,0.706,0.726,0.726,0.726
92,92,16.414,532.323,18717.172,22.121,0.893,0.936,104.646,114.283,7.859,8.859,12.646,14.212,0.929,0.3,0.9,0.929,0.9,0.964,0.919,0.886,true,true,true,true,true,true,true,true,true,false,true,true,11,354646.465,295353.535,1200000,0.055,480,0.911,0.918,0.922,0.679,0.722,0.846,0.321,0.493,0.414,0.725,0.618,0.718,0.711,0.729,0.729,0.729
93,93,16.212,534.848,18757.576,21.818,0.894,0.938,104.697,113.242,7.879,8.879,12.697,14.182,0.932,0.3,0.9,0.932,0.904,0.966,0.922,0.888,false,false,true,false,true,true,false,true,true,false,false,true,6,354696.97,295303.03,1200000,0.055,480,0.917,0.923,0.926,0.682,0.726,0.847,0.318,0.494,0.412,0.729,0.623,0.723,0.717,0.732,0.732,0.732
94,94,16.01,537.374,18797.98,21.515,0.895,0.94,104.747,112.202,7.899,8.899,12.747,14.152,0.935,0.3,0.9,0.935,0.908,0.968,0.925,0.89,false,false,false,true,false,false,false,true,true,true,true,false,5,354747.475,295252.525,1200000,0.055,480,0.922,0.927,0.93,0.685,0.73,0.847,0.315,0.495,0.41,0.732,0.627,0.727,0.722,0.735,0.735,0.735
95,95,15.808,539.899,18838.384,21.212,0.896,0.942,104.798,111.162,7.919,8.919,12.798,14.121,0.938,0.3,0.9,0.938,0.913,0.971,0.928,0.892,true,true,true,true,true,true,true,false,false,false,false,true,8,354797.98,295202.02,1200000,0.055,480,0.928,0.932,0.934,0.688,0.734,0.848,0.312,0.496,0.408,0.736,0.632,0.732,0.728,0.738,0.738,0.738
96,96,15.606,542.424,18878.788,20.909,0.897,0.944,104.848,110.121,7.939,8.939,12.848,14.091,0.941,0.3,0.9,0.941,0.917,0.973,0.931,0.894,false,false,false,true,true,true,true,true,false,false,true,false,6,354848.485,295151.515,1200000,0.055,480,0.933,0.936,0.938,0.691,0.738,0.848,0.309,0.497,0.406,0.739,0.636,0.736,0.733,0.741,0.741,0.741
97,97,15.404,544.949,18919.192,20.606,0.898,0.946,104.899,109.081,7.96,8.96,12.899,14.061,0.944,0.3,0.9,0.944,0.921,0.975,0.934,0.896,false,true,true,true,false,true,false,false,true,true,false,true,7,354898.99,295101.01,1200000,0.055,480,0.939,0.941,0.942,0.694,0.742,0.849,0.306,0.498,0.404,0.743,0.641,0.741,0.739,0.744,0.744,0.744
98,98,15.202,547.475,18959.596,20.303,0.899,0.948,104.949,108.04,7.98,8.98,12.949,14.03,0.947,0.3,0.9,0.947,0.926,0.978,0.937,0.898,true,true,true,true,true,true,false,true,true,true,true,true,11,354949.495,295050.505,1200000,0.055,480,0.944,0.945,0.946,0.697,0.746,0.849,0.303,0.499,0.402,0.746,0.645,0.745,0.744,0.747,0.747,0.747
99,99,15,550,19000,20,0.9,0.95,105,107,8,9,13,14,0.95,0.3,0.9,0.95,0.93,0.98,0.94,0.9,true,true,true,true,false,false,true,false,true,true,true,true,9,355000,295000,1200000,0.055,480,0.95,0.95,0.95,0.7,0.75,0.85,0.3,0.5,0.4,0.75,0.65,0.75,0.75,0.75,0.75,0.75
