,TIME,ENERGY_CONSUMED,DISTANCE,LOAD_WEIGHT,CO2_EMISSIONS,MATERIAL_SUSTAINABILITY,ENV_IMPACT_SCORE,POSITIVE_FEEDBACK,NEGATIVE_FEEDBACK,CURRENT_TRL,TARGET_TRL,ENG_CHALLENGES_RESOLVED,TARGET_ENG_CHALLENGES,RISK_SCORE,MIN_RISK_SCORE,MAX_RISK_SCORE,ETHICAL_COMPLIANCE,LEGAL_COMPLIANCE,LAND_USAGE_COMPLIANCE,INT_LAW_COMPLIANCE,TRL_COMPLIANCE,MAGLEV_LEVITATION,AMBIENT_INTELLIGENCE,GENERATIVE_AI,AI_MACHINE_LEARNING,DIGITAL_TWINS,FIVE_G,QUANTUM_COMPUTING,AUGMENTED_REALITY,VIRTUAL_REALITY,PRINTING_AT_SCALE,BLOCKCHAIN,SELF_DRIVING_AUTONOMOUS_VEHICLES,TOTAL_DISRUPTIVE_TECH,REVENUE,OPEX,CAPEX,DISCOUNT_RATE,PROJECT_LIFETIME,PRODUCTION_OUTPUT,USER_EXP_RATIO,ACCESSIBILITY_AGEING,DURABILITY,DIGITAL_RELIABILITY,WEATHER_DISASTER_RESILIENCE,POLLUTION_PRODUCED,COMMON_INFRA_FEATURES,CONSTRUCTION_BARRIERS,INTERMODAL_CONNECTIONS,INFRA_ADAPTABILITY_FEATURES,RESOURCE_MILEAGE,PLANNED_VOLUME,ADJUSTMENT_COEF_1,ADJUSTMENT_COEF_2,ADJUSTMENT_COEF_3
64,64,106.465,1032.323,8790.909,370.707,0.842,0.908,147.929,80.303,8.323,8.694,9.646,12.354,0.615,0.3,0.9,0.682,0.582,0.726,0.632,0.646,false,true,true,false,true,true,true,false,true,true,true,true,9,40193.939,29806.061,225000,0.069,700,0.765,0.852,0.665,0.932,0.832,0.581,0.518,0.365,0.485,0.716,0.897,0.793,0.768,0.718,0.713,0.632
65,65,106.566,1032.828,8795.455,368.687,0.843,0.909,148.131,80.152,8.328,8.697,9.657,12.343,0.616,0.3,0.9,0.683,0.583,0.726,0.633,0.646,false,true,true,true,true,false,true,false,true,true,true,true,9,40196.97,29803.03,225000,0.069,700,0.766,0.853,0.666,0.933,0.833,0.581,0.517,0.366,0.484,0.717,0.898,0.793,0.767,0.717,0.713,0.633
66,66,106.667,1033.333,8800,366.667,0.843,0.91,148.333,80,8.333,8.7,9.667,12.333,0.617,0.3,0.9,0.683,0.583,0.727,0.633,0.647,true,false,false,true,true,true,true,true,true,true,true,true,10,40200,29800,225000,0.069,700,0.767,0.853,0.667,0.933,0.833,0.58,0.517,0.367,0.483,0.717,0.9,0.793,0.767,0.717,0.713,0.633
67,67,106.768,1033.838,8804.545,364.646,0.844,0.911,148.535,79.848,8.338,8.703,9.677,12.323,0.618,0.3,0.9,0.684,0.584,0.727,0.634,0.647,true,true,true,true,true,true,true,false,true,true,false,true,10,40203.03,29796.97,225000,0.069,700,0.768,0.854,0.668,0.934,0.834,0.579,0.516,0.368,0.482,0.717,0.902,0.794,0.766,0.716,0.714,0.634
68,68,106.869,1034.343,8809.091,362.626,0.844,0.912,148.737,79.697,8.343,8.706,9.687,12.313,0.619,0.3,0.9,0.684,0.584,0.727,0.634,0.647,false,true,true,true,true,false,true,true,true,false,true,true,9,40206.061,29793.939,225000,0.069,700,0.769,0.854,0.669,0.934,0.834,0.579,0.516,0.369,0.481,0.717,0.903,0.794,0.766,0.716,0.714,0.634
69,69,106.97,1034.848,8813.636,360.606,0.845,0.914,148.939,79.545,8.348,8.709,9.697,12.303,0.62,0.3,0.9,0.685,0.585,0.728,0.635,0.648,true,true,true,true,false,true,false,true,true,true,true,false,9,40209.091,29790.909,225000,0.069,700,0.77,0.855,0.67,0.935,0.835,0.578,0.515,0.37,0.48,0.717,0.905,0.794,0.765,0.715,0.714,0.635
70,70,107.071,1035.354,8818.182,358.586,0.845,0.915,149.141,79.394,8.354,8.712,9.707,12.293,0.621,0.3,0.9,0.685,0.585,0.728,0.635,0.648,false,true,true,true,true,true,false,true,true,true,false,true,9,40212.121,29787.879,225000,0.069,700,0.771,0.855,0.671,0.935,0.835,0.578,0.515,0.371,0.479,0.717,0.906,0.794,0.765,0.715,0.714,0.635
71,71,107.172,1035.859,8822.727,356.566,0.846,0.916,149.343,79.242,8.359,8.715,9.717,12.283,0.622,0.3,0.9,0.686,0.586,0.729,0.636,0.649,true,false,true,false,true,true,true,true,true,true,true,true,10,40215.152,29784.848,225000,0.069,700,0.772,0.856,0.672,0.936,0.836,0.577,0.514,0.372,0.478,0.717,0.908,0.794,0.764,0.714,0.714,0.636
72,72,107.273,1036.364,8827.273,354.545,0.846,0.917,149.545,79.091,8.364,8.718,9.727,12.273,0.623,0.3,0.9,0.686,0.586,0.729,0.636,0.649,false,true,true,false,true,true,true,true,false,true,true,true,9,40218.182,29781.818,225000,0.069,700,0.773,0.856,0.673,0.936,0.836,0.576,0.514,0.373,0.477,0.717,0.909,0.795,0.764,0.714,0.715,0.636
73,73,107.374,1036.869,8831.818,352.525,0.847,0.918,149.747,78.939,8.369,8.721,9.737,12.263,0.624,0.3,0.9,0.687,0.587,0.729,0.637,0.649,false,true,false,true,true,true,true,false,true,true,true,true,9,40221.212,29778.788,225000,0.069,700,0.774,0.857,0.674,0.937,0.837,0.576,0.513,0.374,0.476,0.717,0.911,0.795,0.763,0.713,0.715,0.637
74,74,107.475,1037.374,8836.364,350.505,0.847,0.92,149.949,78.788,8.374,8.724,9.747,12.253,0.625,0.3,0.9,0.687,0.587,0.73,0.637,0.65,true,true,true,true,false,true,true,true,true,true,true,false,10,40224.242,29775.758,225000,0.069,700,0.775,0.857,0.675,0.937,0.837,0.575,0.513,0.375,0.475,0.717,0.912,0.795,0.763,0.713,0.715,0.637
75,75,107.576,1037.879,8840.909,348.485,0.848,0.921,150.152,78.636,8.379,8.727,9.758,12.242,0.626,0.3,0.9,0.688,0.588,0.73,0.638,0.65,true,false,true,true,false,true,true,true,true,true,true,true,10,40227.273,29772.727,225000,0.068,700,0.776,0.858,0.676,0.938,0.838,0.575,0.512,0.376,0.474,0.718,0.914,0.795,0.762,0.712,0.715,0.638
76,76,107.677,1038.384,8845.455,346.465,0.848,0.922,150.354,78.485,8.384,8.73,9.768,12.232,0.627,0.3,0.9,0.688,0.588,0.731,0.638,0.651,true,true,true,true,true,true,true,false,true,true,false,true,10,40230.303,29769.697,225000,0.068,700,0.777,0.858,0.677,0.938,0.838,0.574,0.512,0.377,0.473,0.718,0.915,0.795,0.762,0.712,0.715,0.638
77,77,107.778,1038.889,8850,344.444,0.849,0.923,150.556,78.333,8.389,8.733,9.778,12.222,0.628,0.3,0.9,0.689,0.589,0.731,0.639,0.651,true,true,false,true,true,true,true,true,false,true,true,true,10,40233.333,29766.667,225000,0.068,700,0.778,0.859,0.678,0.939,0.839,0.573,0.511,0.378,0.472,0.718,0.917,0.796,0.761,0.711,0.716,0.639
78,78,107.879,1039.394,8854.545,342.424,0.849,0.925,150.758,78.182,8.394,8.736,9.788,12.212,0.629,0.3,0.9,0.689,0.589,0.732,0.639,0.652,true,true,false,true,true,true,true,true,true,true,true,false,10,40236.364,29763.636,225000,0.068,700,0.779,0.859,0.679,0.939,0.839,0.573,0.511,0.379,0.471,0.718,0.918,0.796,0.761,0.711,0.716,0.639
79,79,107.98,1039.899,8859.091,340.404,0.85,0.926,150.96,78.03,8.399,8.739,9.798,12.202,0.63,0.3,0.9,0.69,0.59,0.732,0.64,0.652,true,true,true,false,true,true,true,true,false,true,true,false,9,40239.394,29760.606,225000,0.068,700,0.78,0.86,0.68,0.94,0.84,0.572,0.51,0.38,0.47,0.718,0.92,0.796,0.76,0.71,0.716,0.64
80,80,108.081,1040.404,8863.636,338.384,0.85,0.927,151.162,77.879,8.404,8.742,9.808,12.192,0.631,0.3,0.9,0.69,0.59,0.732,0.64,0.652,true,true,true,true,true,true,true,false,true,true,false,false,9,40242.424,29757.576,225000,0.068,700,0.781,0.86,0.681,0.94,0.84,0.572,0.51,0.381,0.469,0.718,0.921,0.796,0.76,0.71,0.716,0.64
81,81,108.182,1040.909,8868.182,336.364,0.851,0.928,151.364,77.727,8.409,8.745,9.818,12.182,0.632,0.3,0.9,0.691,0.591,0.733,0.641,0.653,true,false,true,true,true,true,true,true,true,true,false,true,10,40245.455,29754.545,225000,0.068,700,0.782,0.861,0.682,0.941,0.841,0.571,0.509,0.382,0.468,0.718,0.923,0.796,0.759,0.709,0.716,0.641
82,82,108.283,1041.414,8872.727,334.343,0.851,0.929,151.566,77.576,8.414,8.748,9.828,12.172,0.633,0.3,0.9,0.691,0.591,0.733,0.641,0.653,true,true,true,true,false,true,true,true,true,true,true,false,10,40248.485,29751.515,225000,0.068,700,0.783,0.861,0.683,0.941,0.841,0.57,0.509,0.383,0.467,0.718,0.924,0.797,0.759,0.709,0.717,0.641
83,83,108.384,1041.919,8877.273,332.323,0.852,0.931,151.768,77.424,8.419,8.752,9.838,12.162,0.634,0.3,0.9,0.692,0.592,0.734,0.642,0.654,true,false,true,true,true,true,true,true,false,true,true,false,9,40251.515,29748.485,225000,0.068,700,0.784,0.862,0.684,0.942,0.842,0.57,0.508,0.384,0.466,0.718,0.926,0.797,0.758,0.708,0.717,0.642
84,84,108.485,1042.424,8881.818,330.303,0.852,0.932,151.97,77.273,8.424,8.755,9.848,12.152,0.635,0.3,0.9,0.692,0.592,0.734,0.642,0.654,true,true,true,true,true,true,true,false,true,true,false,false,9,40254.545,29745.455,225000,0.068,700,0.785,0.862,0.685,0.942,0.842,0.569,0.508,0.385,0.465,0.718,0.927,0.797,0.758,0.708,0.717,0.642
85,85,108.586,1042.929,8886.364,328.283,0.853,0.933,152.172,77.121,8.429,8.758,9.859,12.141,0.636,0.3,0.9,0.693,0.593,0.734,0.643,0.654,true,true,true,false,true,true,true,true,true,true,true,false,10,40257.576,29742.424,225000,0.068,700,0.786,0.863,0.686,0.943,0.843,0.568,0.507,0.386,0.464,0.719,0.929,0.797,0.757,0.707,0.717,0.643
86,86,108.687,1043.434,8890.909,326.263,0.853,0.934,152.374,76.97,8.434,8.761,9.869,12.131,0.637,0.3,0.9,0.693,0.593,0.735,0.643,0.655,true,true,false,true,true,true,true,true,true,false,true,true,10,40260.606,29739.394,225000,0.068,700,0.787,0.863,0.687,0.943,0.843,0.568,0.507,0.387,0.463,0.719,0.93,0.797,0.757,0.707,0.717,0.643
87,87,108.788,1043.939,8895.455,324.242,0.854,0.935,152.576,76.818,8.439,8.764,9.879,12.121,0.638,0.3,0.9,0.694,0.594,0.735,0.644,0.655,true,true,true,true,true,true,false,true,true,true,false,false,9,40263.636,29736.364,225000,0.068,700,0.788,0.864,0.688,0.944,0.844,0.567,0.506,0.388,0.462,0.719,0.932,0.798,0.756,0.706,0.718,0.644
88,88,108.889,1044.444,8900,322.222,0.854,0.937,152.778,76.667,8.444,8.767,9.889,12.111,0.639,0.3,0.9,0.694,0.594,0.736,0.644,0.656,true,true,false,true,true,false,true,true,true,true,true,true,10,40266.667,29733.333,225000,0.068,700,0.789,0.864,0.689,0.944,0.844,0.567,0.506,0.389,0.461,0.719,0.933,0.798,0.756,0.706,0.718,0.644
89,89,108.99,1044.949,8904.545,320.202,0.855,0.938,152.98,76.515,8.449,8.77,9.899,12.101,0.64,0.3,0.9,0.695,0.595,0.736,0.645,0.656,true,true,true,true,true,true,true,false,true,true,false,true,10,40269.697,29730.303,225000,0.068,700,0.79,0.865,0.69,0.945,0.845,0.566,0.505,0.39,0.46,0.719,0.935,0.798,0.755,0.705,0.718,0.645
90,90,109.091,1045.455,8909.091,318.182,0.855,0.939,153.182,76.364,8.455,8.773,9.909,12.091,0.641,0.3,0.9,0.695,0.595,0.736,0.645,0.656,true,true,true,true,false,true,true,true,true,false,true,true,10,40272.727,29727.273,225000,0.068,700,0.791,0.865,0.691,0.945,0.845,0.565,0.505,0.391,0.459,0.719,0.936,0.798,0.755,0.705,0.718,0.645
91,91,109.192,1045.96,8913.636,316.162,0.856,0.94,153.384,76.212,8.46,8.776,9.919,12.081,0.642,0.3,0.9,0.696,0.596,0.737,0.646,0.657,true,false,true,true,true,true,true,false,false,true,true,true,9,40275.758,29724.242,225000,0.068,700,0.792,0.866,0.692,0.946,0.846,0.565,0.504,0.392,0.458,0.719,0.938,0.798,0.754,0.704,0.718,0.646
92,92,109.293,1046.465,8918.182,314.141,0.856,0.942,153.586,76.061,8.465,8.779,9.929,12.071,0.643,0.3,0.9,0.696,0.596,0.737,0.646,0.657,false,false,true,true,true,true,true,true,true,true,true,false,9,40278.788,29721.212,225000,0.068,700,0.793,0.866,0.693,0.946,0.846,0.564,0.504,0.393,0.457,0.719,0.939,0.799,0.754,0.704,0.719,0.646
93,93,109.394,1046.97,8922.727,312.121,0.857,0.943,153.788,75.909,8.47,8.782,9.939,12.061,0.644,0.3,0.9,0.697,0.597,0.738,0.647,0.658,true,true,true,false,true,true,true,false,true,true,true,true,10,40281.818,29718.182,225000,0.068,700,0.794,0.867,0.694,0.947,0.847,0.564,0.503,0.394,0.456,0.719,0.941,0.799,0.753,0.703,0.719,0.647
94,94,109.495,1047.475,8927.273,310.101,0.857,0.944,153.99,75.758,8.475,8.785,9.949,12.051,0.645,0.3,0.9,0.697,0.597,0.738,0.647,0.658,true,false,true,true,true,true,true,true,true,true,true,false,10,40284.848,29715.152,225000,0.068,700,0.795,0.867,0.695,0.947,0.847,0.563,0.503,0.395,0.455,0.719,0.942,0.799,0.753,0.703,0.719,0.647
95,95,109.596,1047.98,8931.818,308.081,0.858,0.945,154.192,75.606,8.48,8.788,9.96,12.04,0.646,0.3,0.9,0.698,0.598,0.738,0.648,0.658,true,true,false,true,true,true,true,false,true,true,true,true,10,40287.879,29712.121,225000,0.068,700,0.796,0.868,0.696,0.948,0.848,0.562,0.502,0.396,0.454,0.72,0.944,0.799,0.752,0.702,0.719,0.648
96,96,109.697,1048.485,8936.364,306.061,0.858,0.946,154.394,75.455,8.485,8.791,9.97,12.03,0.647,0.3,0.9,0.698,0.598,0.739,0.648,0.659,true,true,false,false,true,false,true,true,true,true,true,true,9,40290.909,29709.091,225000,0.068,700,0.797,0.868,0.697,0.948,0.848,0.562,0.502,0.397,0.453,0.72,0.945,0.799,0.752,0.702,0.719,0.648
97,97,109.798,1048.99,8940.909,304.04,0.859,0.948,154.596,75.303,8.49,8.794,9.98,12.02,0.648,0.3,0.9,0.699,0.599,0.739,0.649,0.659,true,true,false,true,true,false,true,true,true,true,true,false,9,40293.939,29706.061,225000,0.068,700,0.798,0.869,0.698,0.949,0.849,0.561,0.501,0.398,0.452,0.72,0.947,0.8,0.751,0.701,0.72,0.649
98,98,109.899,1049.495,8945.455,302.02,0.859,0.949,154.798,75.152,8.495,8.797,9.99,12.01,0.649,0.3,0.9,0.699,0.599,0.74,0.649,0.66,false,true,true,true,true,true,true,true,true,false,false,true,9,40296.97,29703.03,225000,0.068,700,0.799,0.869,0.699,0.949,0.849,0.561,0.501,0.399,0.451,0.72,0.948,0.8,0.751,0.701,0.72,0.649
99,99,110,1050,8950,300,0.86,0.95,155,75,8.5,8.8,10,12,0.65,0.3,0.9,0.7,0.6,0.74,0.65,0.66,false,true,true,false,true,true,false,true,true,true,true,true,9,40300,29700,225000,0.068,700,0.8,0.87,0.7,0.95,0.85,0.56,0.5,0.4,0.45,0.72,0.95,0.8,0.75,0.7,0.72,0.65
